lat,lng,staff_count,sce_licensed_flag
26.3284,43.9614,1,1
24.702,46.6979,4,1
24.8077,46.7563,4,1
24.8076,46.7566,5,1
24.7019,46.6979,1,1
26.5717,50.0284,0,0
24.7488,46.6634,5,1
24.7488,46.6631,9,1
26.5704,50.0661,0,0
24.803,46.7601,0,1
24.7516,46.6713,10,1
26.5577,50.0748,6,1
24.6981,46.687,30,1
24.7551,46.6795,2,1
24.7584,46.6871,3,1
24.7595,46.6931,0,1
24.7598,46.6931,1,1
27.4703,48.4956,1,1
24.7777,46.7688,0,1
24.7495,46.668,4,1
26.4876,50.0494,3,1
27.4691,48.4947,2,1
27.4696,48.4943,2,1
21.5999,39.1376,2,1
21.5674,39.1905,4,1
21.5675,39.1904,0,1
21.5658,39.1857,8,1
21.5534,39.1737,12,1
21.5689,39.1756,0,1
21.5611,39.1715,0,1
24.6765,46.7697,1,1
26.5578,50.0028,0,1
26.5579,50.0022,0,1
21.5834,39.1651,4,1
26.558,50.009,13,1
26.3354,43.9673,40,1
26.552,50.0117,0,1
26.548,50.0093,0,1
26.5507,50.0148,0,1
26.3424,43.9617,3,1
26.5474,50.0021,0,1
24.6787,46.6933,3,1
24.6792,46.7771,4,1
24.6791,46.7771,4,1
26.5645,49.9886,10,1
26.3471,43.9548,15,1
26.3473,43.9547,15,0
26.3473,43.9548,15,1
26.3465,43.9524,17,1
26.5672,50.0124,0,1
26.5671,50.0122,0,1
26.3531,43.9545,3,1
26.5542,50.015,7,1
26.5542,50.0149,18,1
26.3607,43.9521,3,1
24.6862,46.6894,15,1
26.5445,50.0208,1,1
26.3679,43.9646,5,1
26.3829,43.9748,3,1
26.5434,50.0216,0,1
24.7981,46.784,5,1
21.57,39.1698,5,1
21.5738,39.1683,5,1
21.5771,39.1671,0,1
21.5837,39.1495,1,1
24.7343,46.7697,4,1
24.8067,46.7573,0,1
24.8062,46.7566,2,1
21.6143,39.2109,4,1
21.5914,39.1442,3,1
21.5459,39.1967,5,1
26.3835,50.0555,13,1
26.4406,50.0683,2,1
24.8067,46.7573,3,0
21.5914,39.1442,5,1
21.5525,39.1835,1,1
24.8061,46.7557,0,1
24.8052,46.7537,0,1
24.6802,46.7332,11,1
24.8008,46.7427,6,1
21.4172,39.4752,4,1
24.6804,46.7332,5,1
21.554,39.1731,5,1
18.7829,42.2484,1,1
24.7622,46.6728,4,1
24.686,46.7337,2,1
21.5787,39.1666,4,1
24.7618,46.673,4,1
24.6932,46.7324,0,1
18.9589,42.1587,1,1
21.5703,39.1689,9,1
24.7618,46.673,2,1
24.7901,46.7413,2,1
24.7881,46.7597,9,1
24.6778,46.6853,11,1
24.7875,46.7585,4,1
24.6964,46.7345,25,1
24.6814,46.6868,7,1
26.2115,50.198,0,1
26.2116,50.198,0,1
21.5501,39.1771,0,1
24.7352,46.7775,36,1
26.3685,43.9316,7,1
26.2904,50.2067,7,1
24.6959,46.7345,0,1
26.2881,50.206,4,1
24.6955,46.6828,5,1
26.2896,50.1991,3,1
26.1878,50.1877,71,1
26.3793,43.9535,9,1
21.3776,39.2868,3,1
24.6911,46.6835,2,1
19.6133,41.9726,1,1
26.285,50.1962,8,1
24.6921,46.6826,6,1
26.3849,43.9548,3,1
19.1169,42.1284,3,1
24.6922,46.6826,50,0
19.1194,42.1296,2,1
26.2867,50.1979,0,1
24.6919,46.6827,70,1
26.1541,50.1481,2,1
26.2843,50.1985,25,1
24.6921,46.6827,0,1
19.1192,42.1294,3,1
24.6918,46.6828,8,1
26.1332,50.1575,4,1
21.5738,39.1623,2,1
21.5703,39.1587,5,1
21.5889,39.1435,7,1
21.5726,39.1482,4,1
21.574,39.1419,9,1
21.5728,39.1387,6,1
21.5702,39.1435,2,1
18.5257,42.0567,3,1
21.5493,39.1892,5,1
16.8943,42.5617,4,1
21.5559,39.1882,0,1
19.5607,41.9575,3,1
21.5367,39.2166,6,1
27.1287,49.5689,0,1
19.9838,42.6014,1,1
19.7494,41.9105,1,1
21.5497,39.1534,30,1
21.5377,39.1784,3,1
21.5477,39.1752,3,1
21.5278,39.2164,6,1
26.3864,43.9284,4,1
26.3863,43.9284,4,1
21.5071,39.1649,1,1
21.5797,39.1582,3,1
26.2851,50.2176,4218,1
21.5159,39.1686,11,1
24.6461,46.8099,0,1
21.5275,39.2165,6,1
26.3948,43.9347,7,1
26.291,50.2189,7,1
24.7541,46.6768,0,1
19.9809,42.6018,1,1
18.8957,41.978,2,1
26.2908,50.2192,10,1
19.9834,42.6013,1,1
24.7192,46.7676,7,1
21.5187,39.1809,20,1
24.7541,46.6772,4,1
19.9849,42.5998,1,1
21.5206,39.1811,4,1
26.2967,50.2177,5,1
24.7534,46.6775,8,1
24.8284,46.6831,3,1
21.5216,39.1807,10,1
21.5089,39.2011,10,1
24.6846,46.676,0,1
26.298,50.2167,10,1
18.9394,41.9238,1,1
24.6847,46.6759,3,1
26.3851,43.907,7,1
24.7305,46.7698,0,1
26.3586,50.2083,440,1
24.7312,46.8251,2,0
21.5593,39.1442,6,1
21.5205,39.181,11,1
21.5596,39.1356,12,0
24.7281,46.8203,5,1
24.6868,46.6855,10,1
26.2874,50.2148,5,1
20.0016,42.6045,3,1
21.4988,39.214,4,1
26.3912,43.9205,7,1
26.2874,50.2148,3,1
19.1098,41.9252,2,1
24.6868,46.6855,9,1
24.6871,46.6854,10,1
26.2875,50.2147,0,1
24.7216,46.8235,1,1
21.5205,39.1812,3,1
26.3974,43.9183,3,1
26.3974,43.9181,3,1
20.0072,42.6177,4,1
21.8652,39.0626,2,0
26.2962,50.2146,0,0
24.6868,46.6854,10,0
24.7264,46.808,2,1
26.2886,50.2132,1,1
24.6871,46.6853,0,0
26.4046,43.917,3,1
21.53,39.2477,14,0
19.9729,42.6063,6,1
19.9829,42.6027,3,1
26.2977,50.2116,0,1
24.6872,46.6853,7,1
26.4065,43.9199,3,1
24.7317,46.7908,12,1
24.6872,46.6853,9,1
18.5129,42.0656,1,1
26.2978,50.2096,2,1
19.9823,42.6029,5,1
18.5212,42.0588,1,1
18.5222,42.052,3,1
19.9822,42.603,3,1
26.3054,50.2108,3,1
18.5224,42.0521,1,1
26.2452,49.9811,10,1
18.5223,42.0522,4,1
19.9729,42.6068,3,1
18.5248,42.0533,3,1
18.5259,42.0574,2,1
18.5257,42.0575,3,0
18.5511,42.0488,3,1
21.5397,39.1912,3,0
21.5052,39.1827,24,1
21.5512,39.1772,0,0
21.5595,39.1321,0,0
21.5334,39.1938,0,1
21.5596,39.132,11,1
21.5599,39.1328,30,1
21.5593,39.1413,6,1
21.562,39.1604,5,1
24.727,46.7686,0,1
26.2812,50.2084,1,1
18.5637,43.2069,2,1
26.4288,50.1362,6,1
21.5592,39.1413,1,1
26.2949,50.2164,1,1
21.5373,39.1919,11,1
21.5314,39.1905,58,1
26.3086,50.1774,3,1
21.562,39.1609,4,1
21.5382,39.1655,1,1
24.6819,46.7792,0,0
24.7636,46.6996,3,1
21.554,39.1432,7,1
26.3061,50.1901,2,1
24.7654,46.704,22,1
21.5383,39.1657,11,1
24.6841,46.7906,18,1
21.5295,39.192,5,1
21.5293,39.1924,3,0
26.1846,50.1839,4,0
26.3037,50.2038,14,1
26.1846,50.1838,2,1
24.73,46.7691,0,1
24.73,46.7693,2,1
24.7647,46.7041,23,1
24.7307,46.7701,0,1
21.5554,39.143,7,1
24.7019,46.7711,9,1
26.1845,50.184,4,1
21.5204,39.1577,7,1
24.7294,46.7682,0,1
24.7297,46.7687,0,1
24.7627,46.6997,7,1
21.5498,39.143,4,0
26.1845,50.1841,1,1
24.6537,46.7298,5,1
21.5501,39.1427,6,1
26.3023,50.2141,1,1
26.4007,43.9246,4,1
24.7298,46.7688,5,1
24.7537,46.6991,3,1
24.7301,46.7693,3,1
24.7308,46.7701,0,1
24.7533,46.6993,16,1
24.7367,46.7801,0,1
18.1749,42.8282,1,1
18.1747,42.829,1,1
26.3081,50.2111,5,1
18.1749,42.8287,1,1
21.4849,39.1842,9,1
26.3004,50.2211,40,1
24.7506,46.6995,8,1
18.1749,42.8288,1,1
18.1748,42.8288,4,1
26.4138,43.9273,2,1
18.1746,42.8292,2,1
24.7534,46.6981,4,1
21.4265,39.2973,3,1
26.4175,43.9143,60,1
21.4259,39.2974,2,1
28.4199,36.5683,2,0
26.3018,50.2126,4,1
19.543,43.5243,3,1
26.4092,43.901,6,1
26.4409,50.0681,4,1
26.4093,43.9012,3,1
21.3317,39.2601,3,1
24.4911,46.5274,4,1
19.5435,43.5235,1,1
26.3002,50.2053,20,1
19.5428,43.5239,3,1
17.6644,43.5073,3,0
17.6647,43.5137,2,1
27.121,49.5538,4,1
27.1475,49.5667,10,1
27.0729,49.546,3,1
21.5054,39.1855,7,1
21.5044,39.1872,7,1
21.5033,39.1906,0,0
21.5259,39.1797,108,1
21.5258,39.1802,7,1
21.5576,39.1775,0,1
27.0052,49.6594,11,1
27.0164,49.6359,4,0
21.5628,39.172,3,1
21.565,39.1745,3,1
24.7909,46.7674,2,1
24.7944,46.7728,3,1
24.8001,46.7863,0,1
24.7691,46.7816,0,1
21.5101,39.1818,0,0
21.5099,39.1817,0,1
27.1375,49.5663,20,1
21.5501,39.1769,13,1
24.8016,46.7399,0,1
24.6379,46.7064,0,0
21.5519,39.1838,3,1
26.303,50.206,0,1
21.5512,39.1775,11,1
27.0752,49.5499,12,1
26.3035,50.2033,0,1
21.7844,39.0968,8,1
26.3034,50.2034,9,1
21.6566,39.1343,3,1
24.5946,46.6948,2,1
24.5872,46.7788,5,1
24.8017,46.7395,3,1
21.552,39.1807,3,1
26.3002,50.1742,4,1
24.6304,46.7082,9,1
24.5944,46.6787,9,1
26.1046,44.0117,1,1
21.552,39.1804,1,1
21.7613,39.0827,7,1
26.3024,50.1769,4,1
21.7644,39.0881,3,1
26.3023,50.1771,9,1
21.5572,39.1928,0,0
21.7677,39.1054,4,1
24.578,46.7844,5,1
26.9686,49.6392,2,1
24.578,46.7838,0,0
24.5761,46.7848,5,1
27.5241,41.6865,1,1
26.3024,50.1772,3,1
24.576,46.7849,4,1
18.3013,42.7175,1,1
26.9962,49.6446,5,1
24.7895,46.7357,0,0
26.0742,44.0086,4,1
21.5546,39.188,9,1
24.5821,46.7807,6,1
18.2876,42.7107,2,1
26.0803,43.9861,3,1
24.572,46.7701,7,1
27.0227,49.6421,1,1
21.7558,39.104,4,1
21.7568,39.1032,4,1
26.0805,43.9871,1,1
18.2943,42.7075,4,1
26.2942,50.1858,3,1
26.0872,44.0007,7,1
27.0155,49.6432,1,1
21.7087,39.1067,4,1
24.5962,46.756,1,1
26.0918,43.9957,2,1
26.2938,50.1853,3,1
18.2939,42.6972,5,1
26.0916,43.9935,6,1
26.293,50.1826,92,1
24.8077,46.7698,0,1
21.7009,39.1069,7,1
24.6681,46.7293,7,1
18.3002,42.7265,4,1
18.3,42.7265,1,0
26.0916,43.9931,3,1
18.3166,42.696,1,1
26.0923,43.9962,2,1
27.0005,49.6249,20,1
26.0949,43.997,11,1
18.3185,42.6961,60,1
26.1041,43.9983,4,1
21.5349,39.1691,3,1
26.1057,43.9985,8,1
26.2845,50.1882,5,1
18.324,42.6943,4,1
27.0052,49.6568,5,1
27.005,49.6564,8,1
27.625,38.539,2,1
27.0042,49.6578,15,1
27.6128,38.5395,2,1
21.5516,39.1895,5,0
21.5516,39.1895,3,1
21.5516,39.1895,8,1
21.5495,39.1533,0,1
21.5494,39.1533,0,1
21.5516,39.185,1,1
21.5518,39.1808,3,1
21.7046,39.1041,3,1
24.7838,46.7479,3,0
21.5431,39.1768,5,1
21.552,39.181,8,1
26.9993,49.6597,12,1
24.7813,46.7414,4,1
26.9989,49.6585,7,1
24.7821,46.7432,5,1
26.2939,50.2083,17,1
24.7832,46.7458,0,1
21.5153,39.167,6,1
21.5155,39.1671,9,1
21.5158,39.1676,6,1
24.7834,46.7463,5,1
21.6966,39.118,8,1
21.5525,39.1835,6,1
26.9854,49.6541,9,1
21.7005,39.1163,6,1
24.7835,46.7467,0,1
26.292,50.2096,1,1
21.5524,39.1836,7,1
26.981,49.6602,3,1
21.683,39.1233,3,1
24.7874,46.7582,4,1
24.784,46.7478,3,1
27.5241,41.6922,1,1
26.2916,50.2083,59,1
26.0738,44.0028,5,1
24.7854,46.7472,2,1
21.5516,39.1849,3,1
21.6845,39.1193,1,1
21.6788,39.12,1,1
24.7299,46.7691,3,1
21.5496,39.1534,11,1
21.5158,39.1675,1,0
24.8113,46.789,0,1
21.5516,39.1849,9,1
21.5522,39.1875,6,1
24.7854,46.7472,0,1
18.3177,42.6977,10,1
21.5158,39.168,9,1
26.2891,50.2073,12,1
26.9814,49.6473,7,1
21.5533,39.1867,2,1
25.8536,44.2144,3,1
18.3175,42.6982,5,1
25.8758,44.2067,2,1
18.2987,42.7294,4,1
24.7853,46.7472,5,1
18.299,42.7294,8,1
26.061,43.9871,8,1
18.301,42.7314,1,0
24.5811,46.6298,3,1
26.0633,43.9788,5,1
18.3005,42.7311,4,1
18.3015,42.7306,4,1
18.3018,42.7306,2,1
26.7065,50.0522,3,1
18.325,42.6987,4,1
18.3251,42.6986,5,1
26.6518,49.9554,4,1
25.9835,43.7387,4,1
21.5153,39.1667,3,1
21.5156,39.1676,3,1
25.0316,37.2638,7,1
18.3093,42.6998,3,1
25.996,43.7344,4,1
18.3139,42.6986,4,0
26.6403,49.9644,9,1
26.002,43.7323,4,1
25.031,37.265,7,1
18.3139,42.6988,2,1
18.3163,42.698,2,1
18.3173,42.6973,5,1
24.5651,46.6245,2,0
26.2598,36.4468,2,0
26.2599,36.4468,2,1
26.2636,36.4404,2,1
21.2732,40.4384,1,1
21.5035,39.1833,5,1
21.5454,39.1396,0,1
21.549,39.1391,0,1
25.8787,43.4814,4,1
25.8741,43.491,5,1
21.5913,39.1445,3,1
21.616,39.1846,3,1
21.265,40.4061,1,1
25.8751,43.4937,2,1
25.875,43.4927,2,1
25.8748,43.4925,2,1
21.2667,40.4098,2,1
21.2665,40.409,5,1
21.4124,39.8645,3,1
25.8741,43.492,2,1
21.5544,39.1885,6,1
21.2663,40.4086,1,1
21.266,40.4133,4,1
21.5541,39.1885,3,1
25.8569,43.4654,15,1
21.2767,40.4136,2,1
21.2887,40.4444,5,1
26.3079,50.2113,0,1
25.504,42.8536,2,1
26.3091,50.2149,0,1
26.3125,50.2166,3,1
21.5497,39.1425,0,1
21.5107,39.2024,10,1
26.3124,50.2164,0,1
21.5516,39.1895,5,1
21.5512,39.1894,3,1
21.5292,39.192,6,1
21.5,39.1809,4,1
21.4973,39.1849,1,1
21.4961,39.1837,23,1
21.4966,39.1839,11,1
26.3145,50.216,5,1
21.5371,39.2077,4,1
21.5418,39.2068,1,1
21.5491,39.2059,23,1
21.5462,39.2354,6,1
21.5166,39.1923,6,1
21.5167,39.1924,3,1
21.5166,39.1925,8,1
21.5158,39.1918,8,1
26.3179,50.2161,0,1
21.4541,40.4873,1,1
21.6311,39.162,8,1
21.3711,39.8358,4,1
21.3926,39.8716,4,1
26.3118,50.2174,3,1
26.3094,50.2197,0,1
26.3137,50.2227,0,1
26.3136,50.2224,0,1
26.3151,50.2226,0,1
24.5949,46.695,6,1
24.6008,46.6977,20,0
21.547,39.204,0,1
21.5518,39.1892,1,0
21.5518,39.1892,1,0
21.5519,39.189,6,1
21.5518,39.1893,2,0
21.5518,39.1892,0,0
21.5517,39.1891,0,1
21.5518,39.1891,0,1
21.5517,39.1893,0,1
21.5517,39.1893,0,1
21.2716,40.4022,4,1
21.271,40.4023,2,1
24.576,46.6339,2,1
21.2777,40.4082,1,1
21.5741,39.1797,4,1
24.5841,46.6277,5,1
21.2806,40.4034,3,1
24.7298,46.7691,4,1
24.7299,46.7689,0,1
21.5749,39.1796,6,1
21.3554,39.8781,7,1
26.381,50.0557,6,1
24.7304,46.7699,0,1
24.5814,46.6299,1,0
26.4487,50.0273,2,1
26.3121,50.2102,6,1
24.7294,46.768,0,1
24.7295,46.7684,0,1
26.312,50.2107,120,1
24.7316,46.7718,0,1
24.5813,46.6298,1,1
21.3558,39.883,7,1
24.7319,46.7723,0,1
21.4189,39.8546,14,1
21.5829,39.1766,8,1
24.581,46.6304,3,1
26.3144,50.2096,4,1
21.2662,40.4097,7,1
26.3147,50.2105,7,1
21.3993,39.8707,4,1
21.3976,39.8729,9,1
21.5834,39.1761,5,1
24.6321,46.5968,4,1
21.5169,40.5247,4,1
24.5731,46.6621,9,1
21.3744,39.8335,4,1
26.3871,50.1048,2,1
21.5833,39.1761,8,1
24.5948,46.6949,1,1
21.6281,40.4151,2,1
26.3481,50.1959,2,1
21.3709,39.8359,4,1
24.5747,46.6754,4,1
24.5608,46.7073,0,0
24.5495,46.6978,4,1
26.3228,50.2184,0,1
21.376,39.8742,8,1
24.5445,46.6935,4,1
18.3008,42.7313,4,1
18.3018,42.7311,1,1
18.3004,42.7312,1,0
24.5389,46.6895,3,1
21.3548,39.8907,2,1
18.2989,42.7311,3,1
26.4486,50.0426,3,1
21.4754,40.4688,1,1
18.3019,42.7307,2,1
18.2987,42.7304,2,1
18.2986,42.7311,4,1
18.2983,42.7311,5,1
18.3006,42.7314,2,1
18.2987,42.7305,4,1
24.5344,46.6962,3,1
18.3019,42.7304,5,1
18.3019,42.7312,4,1
24.534,46.6965,4,1
18.3014,42.7314,4,1
18.301,42.7313,2,1
26.2163,50.1937,2,1
18.3005,42.7314,4,1
18.3004,42.7313,2,1
24.5429,46.6948,0,0
18.3007,42.7314,4,1
18.2986,42.7301,4,1
24.5415,46.6967,1,0
26.2165,50.1924,3,1
24.5568,46.7028,5,1
26.216,50.1751,5,1
26.2277,50.1852,0,1
18.3006,42.7312,3,0
26.2454,50.2132,3,0
21.5876,39.2168,0,1
24.7304,46.7698,2,1
21.5745,39.2103,3,1
21.5724,39.2294,29,1
21.5685,39.212,6,1
24.5688,46.6351,4,1
21.4545,40.4876,5,1
26.3174,50.2234,0,1
21.4542,40.4873,5,1
26.3937,50.1046,1,1
24.7853,46.7064,0,1
21.455,40.4881,5,1
24.5653,46.6247,0,1
26.3173,50.2231,0,1
21.5848,39.2188,0,0
26.4308,50.0422,2,1
21.5649,39.2132,1,1
24.5878,46.6243,4,1
24.7748,46.71,3,1
21.5805,39.2078,4,1
26.3135,50.224,20,1
21.4553,40.4878,16,0
21.4555,40.4877,14,1
21.5777,39.2094,5,1
26.3123,50.2241,8,1
24.8108,46.8005,2,1
24.7304,46.7698,4,1
24.7819,46.7597,4,1
21.4555,40.4878,1,1
24.7694,46.7136,4,1
21.5628,39.7792,6,1
24.7304,46.7699,3,1
18.2171,42.5124,3,1
24.7296,46.7686,17,1
21.4545,40.4861,1,1
24.844,46.8054,0,1
21.4532,40.4868,1,1
24.7941,46.6345,20,1
21.4532,40.487,5,1
24.5761,46.6338,4,1
26.3079,50.2244,2,1
21.6247,39.6751,4,1
21.6425,39.7055,1,0
24.7294,46.7683,14,1
24.6693,46.5468,3,1
21.5661,39.2242,4,1
24.576,46.6338,5,1
21.5661,39.2242,6,1
24.7952,46.7774,2,1
26.3949,50.0447,3,1
21.5672,39.7663,1,0
21.4414,40.4779,4,1
24.7911,46.7673,2,1
24.6674,46.5394,2,1
24.7304,46.7698,3,1
26.304,50.2233,400,1
21.6136,39.6966,2,1
18.2529,42.5977,2,1
26.3041,50.2235,0,1
24.4773,39.6468,4,1
24.4785,39.6461,4,1
21.5594,39.2133,14,1
24.5617,46.6428,4,1
21.5114,39.7626,1,1
18.2641,42.5925,2,1
21.4362,40.488,1,1
24.5615,46.6425,3,1
21.5595,39.2132,5,1
24.7294,46.7684,4,1
21.4366,40.4905,4,1
18.2256,42.5594,1,1
21.4361,40.4879,1,1
24.7283,46.7664,5,1
18.2244,42.56,10,0
26.2801,50.2014,2,1
21.4369,40.4937,7,1
24.5441,46.6546,3,1
24.6425,46.7936,0,0
24.685,46.7478,40,1
21.4363,40.4925,3,1
26.3685,50.0594,2,1
18.2248,42.5598,2,1
24.5468,46.6482,3,1
21.4289,40.483,3,1
21.5512,39.1893,4,1
18.2079,42.5195,3,1
21.4281,40.4828,4,1
24.7294,46.768,7,1
26.2803,50.2031,7,1
21.4275,40.4866,3,1
18.2235,42.489,1,0
21.5114,39.183,4,1
26.2782,50.2087,20,1
18.2242,42.4885,98,1
26.2697,50.213,0,1
24.5467,46.6496,4,1
18.2207,42.518,6,1
23.4927,40.8924,4,1
18.222,42.5097,3,1
26.3861,50.1221,6,1
26.5957,37.9347,100,0
26.5949,37.935,40,0
26.5954,37.9343,37,0
23.4927,40.8923,5,1
21.566,39.2247,3,1
26.3819,50.0985,5,1
21.5661,39.2242,5,1
21.2662,40.4084,5,1
26.3062,50.18,2,1
21.564,39.2129,17,1
21.5703,39.213,5,1
26.3309,50.1396,2,0
26.3024,50.1781,1,0
21.5647,39.2131,7,1
21.5648,39.2131,3,1
21.2701,40.4196,2,1
26.318,50.1446,180,1
26.3061,50.18,0,1
21.2663,40.4187,9,1
21.5584,39.2137,3,1
21.5589,39.2137,7,1
21.2429,40.4526,0,1
26.3006,50.1836,0,0
21.5593,39.2135,18,1
26.3004,50.1814,5,1
21.7847,39.0966,10,1
21.5582,39.2137,2,1
21.2546,40.4105,1,1
29.8064,39.8653,0,0
26.295,50.1852,0,1
26.2947,50.1852,10,1
24.6665,46.5356,4,1
26.3449,50.1791,226,1
26.3456,50.1794,226,1
29.8065,39.8655,0,0
21.2533,40.41,1,1
21.5577,39.213,3,1
26.3005,50.1719,0,1
26.3005,50.1721,0,1
26.3005,50.172,2,1
26.3004,50.1719,4,1
26.3126,50.1773,305,1
24.807,46.8682,0,1
21.3184,39.709,3,1
21.2439,40.412,2,1
26.2957,50.1692,42,1
24.8077,46.8694,0,0
21.2441,40.4125,8,1
24.6491,46.5561,2,1
24.6597,46.5184,3,1
26.294,50.1733,3,1
24.8071,46.869,4,1
21.4017,39.7839,2,0
24.807,46.8699,4,1
26.3436,50.1482,2,1
24.8072,46.87,1,1
24.595,46.6948,2,1
26.2857,50.1925,4,1
24.8062,46.8696,6,1
18.2384,42.5257,5,1
24.5865,46.5973,3,1
26.3396,50.1859,49,1
24.8063,46.8694,3,1
21.2299,40.3793,9,1
26.2865,50.1906,7,1
24.8062,46.869,3,1
24.627,46.5573,2,1
24.8064,46.8692,5,1
29.8066,39.866,3,1
26.5952,37.9345,4,1
24.668,46.5394,2,1
18.2101,42.4944,4,1
18.2129,42.5018,4,1
24.6233,46.5498,4,1
26.2839,50.1995,0,1
26.2844,50.1994,10,1
26.2837,50.2013,0,1
18.2188,42.516,8,1
26.2812,50.2085,2,1
26.2805,50.2124,2,1
26.6057,37.9254,4,1
29.8067,39.8666,1,1
26.3024,50.2135,17,1
26.3021,50.2143,5,1
26.3021,50.2107,6,1
26.3014,50.2097,7,1
26.3014,50.2099,7,0
26.606,37.9249,4,1
18.2164,42.5019,4,1
21.3392,39.685,3,1
21.4566,39.7642,8,1
18.2158,42.5025,3,1
21.451,39.762,1,1
21.4508,39.762,5,1
24.6382,46.5595,4,1
21.3394,39.6859,5,1
24.6444,46.5488,3,1
18.2212,42.5,1,0
18.2163,42.4989,1,1
24.6443,46.5487,4,1
24.6555,46.5941,2,1
29.8054,39.8678,5,1
18.2162,42.5105,1,1
18.2201,42.5068,11,1
24.6533,46.7406,1,1
18.2226,42.5074,3,1
18.2227,42.5074,2,1
24.6475,46.553,23,1
18.2227,42.5073,2,0
18.2227,42.5073,3,1
18.2223,42.5075,2,1
18.2222,42.5075,5,1
18.2218,42.5076,3,1
18.2198,42.5057,4,1
18.2199,42.5056,4,1
24.6848,46.768,2,0
21.5778,39.1671,1,0
29.9634,40.2023,2,0
24.6861,46.5832,11,1
24.6884,46.5816,4,1
24.6879,46.5863,9,1
21.4407,39.8448,1,0
29.963,40.1994,1,1
29.963,40.1993,2,1
29.963,40.199,1,1
29.963,40.1988,1,1
24.7637,46.7466,2,1
21.2663,40.4075,2,1
21.2663,40.4074,1,1
18.2161,42.5105,1,1
18.2199,42.5049,9,1
21.2676,40.4107,3,1
18.2199,42.5049,1,0
29.974,40.216,1,0
21.2659,40.4102,1,1
18.2198,42.5049,2,1
21.5542,39.1887,4,1
18.2163,42.4987,4,1
21.2793,40.4236,6,1
18.2165,42.4989,2,1
24.6442,46.5486,2,1
21.5273,39.7721,1,0
18.2166,42.5112,3,1
21.2911,40.4318,5,1
24.6444,46.549,3,1
21.5252,39.7779,4,1
18.2135,42.4999,4,0
21.5543,39.1887,7,1
24.6532,46.5938,2,1
21.3038,40.4306,1,1
29.9556,40.2096,2,1
24.6673,46.537,4,1
24.6395,46.5396,2,1
26.3616,50.1941,4,1
24.6674,46.5371,3,1
21.5607,39.1569,10,1
21.4625,39.8347,1,0
24.6698,46.5469,5,1
24.6544,46.5708,2,1
26.3875,50.1783,27,1
24.7147,46.7744,4,1
24.6287,46.5269,5,1
26.4073,50.1877,8,1
21.5624,39.1617,9,1
24.0848,38.061,1,0
24.6288,46.5276,3,1
24.6335,46.5436,5,1
26.4074,50.138,15,1
21.2678,40.4079,1,1
21.5635,39.1653,4,1
21.5633,39.1654,37,1
24.6704,46.5488,4,1
29.9632,40.1978,2,1
24.7447,46.8316,0,1
24.0828,38.0888,9,1
24.08,38.0906,4,1
21.3554,39.7898,6,1
24.671,46.5507,7,1
21.2667,40.4077,2,1
24.763,46.7454,5,1
24.6711,46.5507,5,1
21.4407,39.7834,5,1
21.2665,40.4081,2,1
24.069,38.1193,18,1
21.395,39.7042,6,1
24.6248,46.5525,2,1
21.4398,39.8349,2,1
21.4022,39.7874,3,1
21.3983,39.7891,5,1
24.6717,46.5524,3,1
21.7569,39.1869,3,1
21.4133,39.7851,3,1
21.7571,39.1869,0,1
21.4088,39.7835,6,1
21.4101,39.7705,5,1
24.5611,46.6423,4,1
24.7638,46.7467,0,1
21.4625,39.9674,30,0
21.4689,39.9181,4,1
21.4695,39.9388,3,1
21.2666,40.4097,2,1
18.2173,42.5126,2,1
26.3916,50.1505,231,1
24.6721,46.5533,7,1
24.5521,46.5915,2,0
21.2667,40.4077,6,1
24.6633,46.7423,7,1
18.217,42.512,4,1
29.9565,40.2068,2,1
18.2178,42.5119,2,1
18.2177,42.5108,5,1
24.6721,46.5536,4,1
21.2664,40.4084,3,1
24.6295,46.554,3,1
18.2181,42.5131,16,1
29.9392,40.1932,2,1
21.5614,39.1608,6,1
21.2664,40.4086,2,0
18.2178,42.5135,7,1
24.5523,46.625,4,1
24.6631,46.746,59,1
29.9568,40.1924,5,1
24.0043,38.201,17,1
21.5602,39.1563,4,1
21.2664,40.4091,13,1
18.2137,42.5002,97,1
24.63,46.5624,3,1
18.2137,42.5,7,1
29.9641,40.1964,2,0
24.0026,38.2013,26,1
21.4184,39.7726,2,1
24.0027,38.2014,44,1
21.4359,39.7581,4,1
24.6576,46.7356,20,1
18.2173,42.4915,3,1
21.4521,39.7617,3,1
21.4698,39.8432,2,1
21.4453,39.8471,2,1
26.4468,50.1107,27,1
21.2667,40.4095,4,1
21.3988,39.7956,9,1
21.3817,39.7841,4,1
24.6281,46.5665,4,1
29.963,40.198,2,1
21.3716,39.7745,3,1
26.4014,50.0499,8,1
21.5479,39.1623,3,1
21.5779,39.1669,1,0
21.5938,39.1607,4,1
26.3717,43.9383,4,1
26.4461,50.1143,1,0
26.3866,43.9276,6,1
26.3866,43.9276,4,1
24.6977,46.7713,1,1
26.4393,50.1178,11,1
21.6131,39.1546,4,1
26.4401,50.1178,28,1
26.369,43.9305,5,1
21.2352,40.4679,1,1
24.6974,46.7717,7,1
21.6461,39.1122,5,1
29.963,40.199,3,1
24.7533,46.7432,34,1
26.3694,43.9304,3,1
24.6935,46.7688,27,1
26.3693,43.9305,0,1
26.2852,50.196,1,0
21.2731,40.4383,1,1
